"ID_vol";"Year";"Month";"DayofMonth";"DayOfWeek";"Dep_hour";"Dep_min";"Arr_hour";"Arr_min";"ArrDelay";"DepDelay";"Origin";"Dest";"Distance"
"918";2008;"06";"29";7;"09";"23";"14";"56";-14;-2;"ABQ";"BWI";1670
"919";2008;"05";"17";6;"11";"49";"12";"56";-7;-1;"JAN";"IAH";351
"920";2008;"08";"23";6;"08";"10";"09";"16";-24;-5;"JFK";"PHL";94
"921";2008;"03";"01";6;"09";"57";"11";"14";-1;0;"CLT";"ORD";599
"922";2008;"08";"05";2;"18";"22";"20";"42";-18;-3;"BUF";"MCO";1011
"923";2008;"11";"04";2;"18";"59";"22";"15";5;-9;"MSP";"IAH";1034
"924";2008;"05";"10";6;"16";"32";"18";"36";-3;-8;"BHM";"ATL";134
"925";2008;"12";"05";5;"07";"55";"08";"48";-13;-5;"SLC";"TWF";175
"926";2008;"08";"23";6;"14";"18";"16";"06";-4;-2;"IND";"JAX";688
"927";2008;"01";"21";1;"09";"08";"10";"25";25;28;"OAK";"SNA";371
"928";2008;"08";"27";3;"10";"43";"12";"35";15;-10;"MCI";"MSP";393
"929";2008;"11";"13";4;"19";"21";"21";"57";-18;-4;"ORD";"IAH";925
"930";2008;"12";"02";2;"05";"56";"12";"54";7;-4;"PHX";"JFK";2153
"931";2008;"10";"03";5;"12";"12";"17";"42";-13;2;"SMF";"IAH";1609
"932";2008;"12";"18";4;"15";"40";"17";"23";21;-5;"ORF";"CLT";290
"933";2008;"01";"16";3;"12";"36";"14";"19";16;-4;"MSP";"MDW";349
"934";2008;"07";"24";4;"22";"45";"23";"40";-3;-2;"ORD";"ATW";160
"935";2008;"07";"08";2;"11";"01";"13";"57";-3;1;"STL";"BWI";737
"936";2008;"08";"15";5;"11";"39";"12";"29";1;-6;"DSM";"DEN";589
"937";2008;"01";"22";2;NA;NA;NA;NA;NA;NA;"ORD";"SPI";174
"938";2008;"12";"21";7;NA;NA;NA;NA;NA;NA;"DCA";"ALB";318
"939";2008;"08";"22";5;"11";"54";"13";"22";2;-6;"SFO";"LAX";337
"940";2008;"04";"06";7;"14";"58";"16";"14";6;18;"IAH";"MAF";429
"941";2008;"05";"21";3;"19";"27";"20";"28";-22;17;"PHL";"MDW";668
"942";2008;"01";"17";4;"17";"25";"19";"03";4;-5;"DEN";"SLC";391
"943";2008;"06";"15";7;"17";"47";"22";"19";24;-3;"SJU";"EWR";1608
"944";2008;"01";"17";4;"12";"12";"13";"54";8;-5;"SFO";"SAN";447
"945";2008;"04";"02";3;"12";"46";"17";"20";-5;6;"LAS";"DFW";1055
"946";2008;"10";"21";2;"11";"41";"13";"04";2;-4;"DEN";"GEG";836
"947";2008;"02";"10";7;"18";"39";"19";"43";-7;-6;"BOI";"SLC";291
"948";2008;"02";"19";2;"16";"10";"19";"35";-14;0;"JFK";"FLL";1069
"949";2008;"09";"19";5;"07";"10";"09";"56";5;-10;"CID";"CVG";419
"950";2008;"12";"23";2;"14";"54";"18";"25";17;44;"MEM";"EWR";946
"951";2008;"12";"18";4;"17";"20";"19";"16";6;5;"DFW";"JAC";1046
"952";2008;"02";"27";3;"10";"43";"13";"00";-4;-5;"ORD";"SDF";286
"953";2008;"06";"02";1;"19";"16";"00";"10";-12;-1;"DEN";"CLT";1337
"954";2008;"11";"10";1;"09";"02";"10";"56";20;7;"ATL";"ONT";1900
"955";2008;"01";"25";5;"08";"05";"10";"02";-13;0;"MCO";"SDF";718
"956";2008;"10";"08";3;"06";"15";"07";"25";5;0;"LAX";"LAS";236
"957";2008;"11";"01";6;"18";"28";"19";"20";-30;-2;"DCA";"LGA";214
"958";2008;"11";"15";6;"16";"58";"17";"53";-17;-7;"SLC";"GJT";217
"959";2008;"05";"15";4;"11";"25";"18";"55";2;-5;"SEA";"CVG";1964
"960";2008;"06";"07";6;"12";"57";"21";"25";106;97;"LAS";"JFK";2248
"961";2008;"04";"18";5;"15";"17";"17";"30";-15;-3;"MDW";"LAX";1750
"962";2008;"08";"10";7;"14";"05";"14";"46";1;5;"HOU";"AUS";148
"963";2008;"04";"16";3;"09";"08";"10";"37";5;-12;"SDF";"CLE";304
"964";2008;"07";"29";2;"18";"51";"18";"58";23;26;"BOI";"PDX";344
"965";2008;"01";"05";6;"10";"23";"18";"09";40;47;"LAX";"IAD";2288
"966";2008;"10";"30";4;"13";"18";"14";"23";-12;-2;"PVD";"BWI";328
"967";2008;"01";"25";5;"12";"53";"19";"14";-24;-1;"PHX";"EWR";2133
"968";2008;"11";"24";1;"16";"40";"17";"28";69;38;"DTW";"ORD";235
"969";2008;"06";"11";3;"08";"44";"10";"13";18;14;"DAL";"MCI";461
"970";2008;"11";"13";4;"06";"26";"09";"44";4;-4;"ORD";"BOS";867
"971";2008;"02";"25";1;"14";"33";"16";"23";-12;-2;"DCA";"IND";499
"972";2008;"05";"26";1;"09";"31";"12";"32";2;1;"MSY";"RDU";779
"973";2008;"03";"16";7;"16";"34";"19";"52";170;169;"JNU";"SEA";909
"974";2008;"05";"08";4;"16";"55";"18";"19";0;-5;"DCA";"LGA";214
"975";2008;"11";"21";5;"11";"05";"13";"56";-6;-10;"EWR";"MCO";938
"976";2008;"09";"23";2;"17";"51";"19";"34";2;-8;"DEN";"BUR";850
"977";2008;"07";"14";1;"14";"50";"17";"35";23;21;"MEM";"CLT";512
"978";2008;"07";"12";6;"19";"27";"20";"45";-13;-3;"MEM";"PFN";417
"979";2008;"07";"11";5;"21";"27";"22";"44";-14;-6;"DTW";"SCE";300
"980";2008;"07";"29";2;"22";"20";"23";"45";-13;-9;"LAX";"TUS";451
"981";2008;"10";"24";5;"10";"02";"12";"52";0;1;"TUS";"DEN";639
"982";2008;"04";"16";3;"11";"19";"12";"28";-18;-7;"RDU";"ATL";356
"983";2008;"07";"15";2;"13";"57";"17";"35";28;0;"MIA";"EWR";1086
"984";2008;"11";"05";3;"20";"30";"23";"30";-4;-1;"DEN";"LIT";770
"985";2008;"07";"22";2;"12";"38";"13";"48";-36;-7;"GSO";"ATL";306
"986";2008;"06";"27";5;"15";"38";"18";"14";77;53;"CLT";"BOS";728
"987";2008;"05";"07";3;"21";"43";"23";"16";-5;-2;"MSP";"PDX";1426
"988";2008;"03";"28";5;"17";"57";"20";"05";-8;-3;"TPA";"CVG";773
"989";2008;"06";"14";6;"09";"35";"10";"46";1;0;"DFW";"ICT";328
"990";2008;"08";"31";7;"18";"05";"20";"16";-19;-5;"IND";"LGA";659
"991";2008;"09";"28";7;"18";"35";"22";"25";86;44;"ORD";"PHL";678
"992";2008;"08";"08";5;"08";"27";"09";"25";-11;-2;"ATL";"CLT";227
"993";2008;"06";"07";6;"06";"10";"07";"23";12;10;"CAE";"ORD";666
"994";2008;"04";"17";4;"19";"40";"21";"28";-3;10;"JFK";"PIT";340
"995";2008;"11";"09";7;"19";"29";"20";"38";3;-3;"DTW";"CLE";95
"996";2008;"08";"03";7;"16";"46";"19";"50";-16;-14;"SGF";"DTW";635
"997";2008;"06";"05";4;"16";"58";"18";"15";0;-7;"PIT";"DTW";201
"998";2008;"06";"28";6;"11";"19";"12";"30";0;-1;"HOU";"DFW";247
"999";2008;"05";"15";4;"10";"00";"11";"36";11;-2;"BWI";"DAY";406
"1000";2008;"12";"18";4;"16";"04";"17";"55";5;10;"BWI";"ATL";576
"1001";2008;"06";"23";1;"19";"06";"21";"09";44;61;"BOS";"MSP";1124
"1002";2008;"09";"18";4;"06";"32";"09";"32";2;17;"DFW";"ATL";732
"1003";2008;"07";"17";4;"14";"30";"15";"31";-8;-5;"DAL";"IAH";217
"1004";2008;"06";"29";7;"10";"41";"13";"14";-6;1;"OAK";"SLC";588
"1005";2008;"12";"07";7;"10";"44";"13";"59";-19;-5;"PDX";"DEN";992
"1006";2008;"07";"26";6;"07";"25";"09";"35";8;-5;"SJC";"PHX";621
"1007";2008;"07";"05";6;"05";"55";"08";"31";-11;-5;"SEA";"LAX";954
"1008";2008;"01";"18";5;"10";"00";"12";"19";-6;-5;"MCI";"IND";451
"1009";2008;"04";"13";7;"09";"52";"13";"11";79;82;"STL";"EWR";872
"1010";2008;"03";"15";6;"15";"33";"16";"45";75;68;"CLT";"SAV";213
"1011";2008;"11";"02";7;"15";"13";"16";"55";-10;-2;"DEN";"SFO";967
"1012";2008;"03";"08";6;"16";"25";"17";"40";-1;0;"DCA";"BDL";313
"1013";2008;"02";"08";5;"14";"40";"19";"40";7;5;"LAS";"IAH";1222
"1014";2008;"03";"20";4;"09";"26";"13";"36";-4;-9;"TUS";"DFW";813
"1015";2008;"09";"08";1;"13";"37";"15";"25";15;2;"SFO";"MFR";329
"1016";2008;"03";"24";1;"16";"09";"16";"36";4;10;"YUM";"IPL";58
"1017";2008;"12";"20";6;"19";"01";"20";"29";97;86;"CLE";"MCI";694
"1018";2008;"03";"04";2;"12";"31";"14";"00";-5;-2;"IPL";"YUM";58
"1019";2008;"12";"20";6;"21";"52";"00";"44";170;177;"JFK";"ATL";760
"1020";2008;"12";"02";2;"18";"34";"19";"46";8;5;"LAX";"FAT";209
"1021";2008;"05";"09";5;"11";"14";"12";"19";-1;4;"SMF";"BUR";358
"1022";2008;"08";"04";1;"13";"33";"15";"34";7;-2;"RSW";"CLT";600
"1023";2008;"10";"14";2;"10";"26";"14";"49";-21;-4;"IAH";"EWR";1400
"1024";2008;"01";"03";4;"10";"06";"11";"22";-13;11;"BOS";"DCA";399
"1025";2008;"06";"10";2;"11";"57";"12";"46";119;130;"ORD";"CID";196
"1026";2008;"09";"22";1;"05";"05";"05";"41";-5;-5;"HNL";"LIH";102
"1027";2008;"10";"22";3;"19";"21";"20";"18";-17;-4;"LAX";"MRY";267
"1028";2008;"03";"21";5;"12";"02";"13";"46";6;2;"LAS";"OAK";407
"1029";2008;"06";"17";2;"08";"54";"16";"49";-26;-1;"SEA";"EWR";2401
"1030";2008;"03";"03";1;"14";"55";"17";"47";11;-5;"LAS";"SEA";866
"1031";2008;"03";"18";2;"21";"18";"22";"26";14;18;"LGA";"BOS";185
"1032";2008;"02";"07";4;"11";"05";"12";"02";2;9;"SAV";"ATL";215
"1033";2008;"07";"16";3;"19";"33";"21";"27";31;38;"ATL";"SJC";2116
"1034";2008;"06";"06";5;"17";"42";"19";"01";11;-8;"CMH";"PHX";1671
"1035";2008;"08";"23";6;"07";"05";"09";"58";-17;-5;"EWR";"SLC";1968
"1036";2008;"04";"19";6;"20";"02";"22";"30";-22;-9;"ORD";"AUS";978
"1037";2008;"07";"11";5;"09";"26";"11";"39";81;96;"RDU";"SLC";1823
"1038";2008;"04";"11";5;"15";"05";"15";"56";-15;-10;"JAC";"SLC";205
"1039";2008;"05";"12";1;"21";"14";"23";"41";11;-6;"ATL";"SLC";1589
"1040";2008;"10";"10";5;"14";"08";"15";"38";-9;-2;"IAH";"ICT";542
"1041";2008;"04";"26";6;"14";"31";"16";"14";-1;1;"SMF";"SEA";605
"1042";2008;"08";"14";4;"12";"30";"13";"46";-5;-5;"DEN";"GEG";836
"1043";2008;"09";"03";3;"17";"14";"19";"26";1;-1;"GSP";"EWR";594
"1044";2008;"09";"19";5;"21";"18";"23";"48";0;18;"LGA";"MCO";950
"1045";2008;"12";"10";3;"18";"55";"21";"05";0;0;"MKE";"CMH";331
"1046";2008;"11";"15";6;"17";"40";"20";"42";-13;0;"ORD";"LGA";733
"1047";2008;"03";"12";3;"08";"38";"10";"50";-10;-2;"LAS";"SLC";368
"1048";2008;"09";"09";2;"06";"11";"07";"25";-19;-9;"MSY";"MEM";349
"1049";2008;"10";"05";7;"07";"39";"09";"01";-10;-3;"FSD";"ORD";462
"1050";2008;"12";"10";3;"09";"18";"13";"02";12;-2;"MDW";"MCO";989
"1051";2008;"02";"20";3;"12";"08";"14";"15";42;13;"PNS";"IAH";489
"1052";2008;"10";"11";6;"18";"45";"21";"43";-8;-5;"TPA";"BOS";1185
"1053";2008;"09";"09";2;"18";"43";"19";"43";-7;-7;"ERI";"DTW";163
"1054";2008;"06";"18";3;"15";"14";"16";"37";2;-3;"DTW";"XNA";716
"1055";2008;"06";"23";1;"06";"47";"09";"12";-23;-3;"MCO";"PVD";1073
"1056";2008;"09";"21";7;"12";"59";"14";"04";-1;-1;"DFW";"SAT";247
"1057";2008;"12";"06";6;"21";"00";"22";"07";-3;0;"DFW";"HOU";247
"1058";2008;"05";"22";4;"15";"21";"19";"13";55;46;"MEM";"LGA";963
"1059";2008;"11";"30";7;"09";"13";"11";"11";150;139;"ORD";"BHM";584
"1060";2008;"08";"22";5;NA;NA;NA;NA;NA;NA;"DFW";"JAX";919
"1061";2008;"11";"10";1;"14";"43";"17";"13";3;13;"ABQ";"DAL";580
"1062";2008;"07";"20";7;"21";"39";"22";"35";-5;-2;"DTW";"ERI";163
"1063";2008;"02";"29";5;"17";"42";"19";"40";1;-3;"PBI";"ATL";545
"1064";2008;"09";"07";7;"11";"57";"14";"38";-12;-3;"MCO";"SJU";1189
"1065";2008;"02";"05";2;"16";"14";"21";"19";-6;-6;"LAX";"XNA";1371
"1066";2008;"11";"23";7;"10";"18";"12";"52";-7;-3;"STL";"DTW";440
"1067";2008;"02";"29";5;"07";"47";"09";"28";-7;-3;"SEA";"SMF";605
"1068";2008;"03";"24";1;"08";"41";"10";"06";-7;1;"SFO";"EUG";451
"1069";2008;"06";"23";1;"10";"15";"11";"13";3;5;"STL";"LIT";296
"1070";2008;"05";"21";3;"09";"30";"10";"38";-8;-1;"DEN";"RNO";804
"1071";2008;"01";"23";3;"09";"19";"11";"07";-3;-1;"DFW";"SLC";988
"1072";2008;"07";"13";7;"14";"17";"15";"44";-19;-4;"BOS";"ORD";867
"1073";2008;"05";"27";2;"12";"38";"14";"20";9;-7;"BOS";"PHL";280
"1074";2008;"08";"05";2;"16";"44";"17";"03";1;-1;"CLE";"MKE";328
"1075";2008;"04";"18";5;"14";"41";"16";"02";3;-3;"MSP";"OMA";282
"1076";2008;"02";"11";1;"11";"30";"12";"05";-9;-5;"HNL";"LIH";102
"1077";2008;"07";"19";6;"18";"05";"20";"40";-25;-10;"MCO";"LGA";950
"1078";2008;"12";"08";1;"11";"02";"13";"17";-25;-10;"JAX";"EWR";821
"1079";2008;"05";"11";7;"11";"57";"15";"01";-23;-3;"IAH";"MCO";853
"1080";2008;"01";"22";2;"06";"03";"07";"31";-15;-7;"SCE";"DTW";300
"1081";2008;"05";"29";4;"13";"23";"16";"22";27;23;"DEN";"DFW";641
"1082";2008;"12";"26";5;"16";"47";"18";"21";26;32;"HOU";"LAX";1390
"1083";2008;"01";"26";6;"16";"04";"18";"09";-23;-10;"BOS";"DTW";632
"1084";2008;"01";"20";7;"14";"25";"16";"50";-7;-1;"MEM";"PHX";1263
"1085";2008;"03";"31";1;"16";"19";"00";"06";-4;14;"LAS";"BOS";2381
"1086";2008;"09";"18";4;"11";"23";"12";"50";-8;0;"SLC";"DEN";391
"1087";2008;"04";"22";2;"19";"29";"21";"12";-11;-2;"DTW";"SAN";1957
"1088";2008;"09";"20";6;"14";"51";"17";"38";-8;-4;"SEA";"PHX";1107
"1089";2008;"07";"25";5;"12";"40";"15";"21";16;0;"ATL";"LGA";761
"1090";2008;"05";"05";1;"11";"22";"16";"28";138;2;"LGA";"DFW";1389
"1091";2008;"11";"20";4;"10";"00";"13";"13";-17;-5;"IAH";"PBI";956
"1092";2008;"04";"21";1;"07";"36";"09";"55";-17;-4;"ALB";"ATL";852
"1093";2008;"12";"06";6;"17";"12";"19";"51";-26;-18;"STT";"CLT";1520
"1094";2008;"10";"04";6;"17";"54";"19";"40";8;-3;"DEN";"BFL";845
"1095";2008;"05";"07";3;"17";"21";"19";"17";22;31;"ORD";"TVC";224
"1096";2008;"08";"07";4;"09";"41";"11";"58";-23;-7;"ORD";"MSO";1332
"1097";2008;"09";"28";7;"16";"36";"21";"10";50;-4;"JFK";"SEA";2421
"1098";2008;"05";"08";4;"15";"48";"16";"49";-10;-2;"LAS";"SNA";226
"1099";2008;"09";"24";3;"16";"07";"19";"00";-4;-3;"ORD";"BWI";622
"1100";2008;"10";"23";4;"16";"27";"18";"29";-4;0;"PVD";"DTW";614
"1101";2008;"07";"14";1;"16";"03";"17";"24";30;38;"PIT";"CLT";366
"1102";2008;"06";"22";7;"19";"20";"21";"00";85;70;"RDU";"PHL";336
"1103";2008;"09";"27";6;"00";"49";"05";"33";-17;-6;"ONT";"IAH";1334
"1104";2008;"06";"05";4;"18";"09";"19";"13";3;4;"STL";"MDW";251
"1105";2008;"07";"25";5;"13";"35";"14";"52";-2;0;"ATL";"SDF";321
"1106";2008;"10";"08";3;"10";"06";"11";"40";21;21;"ATL";"MCO";403
"1107";2008;"01";"20";7;"19";"54";"21";"04";-1;-6;"ORD";"LSE";215
"1108";2008;"08";"12";2;"07";"27";"09";"36";-10;-3;"BDL";"DEN";1671
"1109";2008;"01";"25";5;"19";"04";"21";"04";-3;-9;"RSW";"CLT";600
"1110";2008;"03";"05";3;"15";"54";"18";"00";190;154;"MHT";"EWR";209
"1111";2008;"05";"12";1;"10";"46";"12";"14";34;31;"CAE";"IAD";401
"1112";2008;"07";"25";5;"17";"17";"18";"06";-4;-3;"RSW";"MCO";133
"1113";2008;"04";"26";6;"22";"00";"22";"42";-3;-5;"DFW";"ELP";551
"1114";2008;"09";"03";3;"11";"05";"12";"34";-7;-5;"TPA";"ATL";406
"1115";2008;"04";"09";3;"15";"22";"17";"12";12;7;"MOB";"DFW";540
"1116";2008;"07";"09";3;"07";"24";"10";"29";-5;-5;"EWR";"AUS";1504
"1117";2008;"04";"21";1;"16";"42";"18";"38";-2;-8;"CRW";"IAH";975
"1118";2008;"06";"18";3;"09";"42";"10";"50";-6;-5;"JAX";"ATL";270
"1119";2008;"05";"12";1;"12";"34";"13";"49";-13;-6;"SFO";"BFL";238
"1120";2008;"10";"20";1;"19";"25";"20";"53";-11;0;"CVG";"ATL";373
"1121";2008;"02";"05";2;"21";"45";"22";"44";129;130;"DFW";"AUS";190
"1122";2008;"01";"24";4;"09";"46";"11";"07";11;16;"ATL";"CLT";227
"1123";2008;"03";"22";6;"12";"14";"13";"02";8;6;"PSP";"LAX";110
"1124";2008;"06";"25";3;"15";"44";"19";"00";5;14;"ORD";"JAX";865
"1125";2008;"09";"06";6;"17";"06";"18";"46";-17;-7;"BOS";"CAK";549
"1126";2008;"10";"25";6;"06";"04";"07";"02";-3;4;"SAT";"DFW";247
"1127";2008;"08";"13";3;"00";"55";"03";"51";25;15;"MCO";"SJU";1189
"1128";2008;"01";"23";3;"09";"07";"10";"15";62;52;"ORD";"SPI";174
"1129";2008;"12";"13";6;"06";"05";"07";"40";-15;-5;"ICT";"ORD";588
"1130";2008;"08";"24";7;"15";"00";"16";"50";25;30;"EWR";"CLT";529
"1131";2008;"08";"15";5;"14";"58";"16";"38";4;-2;"BOS";"DCA";399
"1132";2008;"05";"03";6;"11";"38";"13";"43";3;18;"MCO";"PIT";834
"1133";2008;"08";"15";5;"15";"47";"16";"02";3;0;"TVC";"ORD";224
"1134";2008;"05";"01";4;"14";"02";"19";"46";12;22;"SNA";"ORD";1726
"1135";2008;"12";"02";2;"18";"17";"19";"50";-5;-3;"CVG";"DFW";812
"1136";2008;"08";"18";1;"09";"30";"15";"06";-4;5;"ABQ";"BWI";1670
"1137";2008;"10";"08";3;"07";"19";"08";"25";-15;-6;"LAX";"SFO";337
"1138";2008;"09";"14";7;"14";"25";"17";"05";-7;-2;"PHX";"DEN";602
"1139";2008;"05";"03";6;NA;NA;NA;NA;NA;NA;"ATL";"PIT";526
"1140";2008;"02";"07";4;"11";"00";"15";"03";-26;-5;"DFW";"LGA";1389
"1141";2008;"09";"30";2;"13";"27";"16";"49";-8;-3;"SAT";"ATL";874
"1142";2008;"04";"22";2;"21";"24";"22";"26";-2;-6;"ATL";"TUL";674
"1143";2008;"06";"23";1;"12";"11";"13";"39";-15;-6;"FCA";"SLC";532
"1144";2008;"10";"10";5;"10";"19";"10";"29";6;9;"DAY";"ORD";240
"1145";2008;"07";"27";7;"20";"01";"20";"32";-4;6;"CVG";"LEX";70
"1146";2008;"03";"25";2;"07";"58";"10";"18";-18;-7;"EWR";"ATL";745
"1147";2008;"11";"18";2;"16";"04";"22";"09";2;19;"IAH";"SJU";2007
"1148";2008;"09";"21";7;"15";"45";"17";"16";23;15;"ATL";"OMA";821
"1149";2008;"07";"26";6;"19";"20";"22";"39";8;10;"IAH";"MCO";853
"1150";2008;"12";"11";4;"09";"57";"12";"07";-20;-4;"DEN";"OMA";472
"1151";2008;"02";"05";2;"22";"15";"22";"59";-23;-10;"CLT";"MYR";156
"1152";2008;"03";"10";1;"18";"51";"22";"23";-4;36;"EWR";"SJU";1608
"1153";2008;"09";"12";5;"18";"55";"20";"51";-19;-5;"MSP";"BNA";695
"1154";2008;"01";"02";3;"08";"22";"10";"19";89;67;"CMH";"ATL";446
"1155";2008;"10";"06";1;"07";"32";"09";"40";-18;-9;"GPT";"ATL";352
"1156";2008;"01";"30";3;"05";"55";"07";"43";-2;-5;"BOS";"DCA";399
"1157";2008;"02";"27";3;"16";"44";"18";"35";-9;-15;"PHX";"DEN";602
"1158";2008;"01";"26";6;"16";"37";"18";"06";-9;-11;"RDU";"ORD";647
"1159";2008;"01";"19";6;"16";"39";"19";"15";15;21;"ONT";"SEA";956
"1160";2008;"02";"27";3;"16";"10";"18";"00";-7;0;"IAH";"PHX";1009
"1161";2008;"02";"11";1;"19";"31";"21";"52";2;11;"EWR";"LIT";1069
"1162";2008;"03";"25";2;"15";"59";"16";"30";1;-1;"ATL";"MEM";332
"1163";2008;"05";"22";4;"18";"52";"20";"02";28;37;"IAH";"MFE";316
"1164";2008;"05";"28";3;"07";"41";"10";"46";-14;-4;"COS";"IAH";809
"1165";2008;"04";"18";5;"10";"15";"11";"44";-10;-10;"PHX";"LGB";355
"1166";2008;"01";"03";4;"15";"53";"16";"23";-17;-2;"DFW";"ELP";551
"1167";2008;"11";"04";2;"20";"36";"21";"03";-17;-4;"TPA";"MSY";487
"1168";2008;"09";"02";2;"14";"45";"16";"15";19;11;"SJC";"LAS";386
"1169";2008;"02";"01";5;"18";"24";"00";"43";113;69;"DEN";"EWR";1605
"1170";2008;"04";"07";1;"13";"34";"14";"32";-8;-2;"DTW";"PIT";201
"1171";2008;"04";"22";2;"20";"18";"23";"00";61;57;"MEM";"GSO";570
"1172";2008;"09";"17";3;"21";"28";"22";"22";-3;8;"PHX";"LAS";256
"1173";2008;"08";"06";3;"06";"14";"10";"00";-5;-1;"ORD";"MIA";1197
"1174";2008;"07";"10";4;"23";"24";"02";"21";266;254;"ORD";"SYR";607
"1175";2008;"04";"04";5;"12";"49";"14";"05";40;34;"SAN";"LAS";258
"1176";2008;"08";"12";2;"16";"51";"17";"55";-2;-4;"DFW";"LAW";140
"1177";2008;"07";"16";3;"17";"16";"19";"10";-1;-9;"ICT";"MSP";545
"1178";2008;"02";"13";3;"17";"49";"20";"12";163;184;"MCO";"LGA";950
"1179";2008;"05";"05";1;"19";"10";"22";"27";2;-9;"DEN";"SAT";794
"1180";2008;"07";"04";5;"11";"50";"13";"00";-4;-10;"CRP";"IAH";201
"1181";2008;"02";"15";5;"15";"52";"17";"13";-11;-8;"SFO";"LAX";337
"1182";2008;"08";"30";6;"16";"45";"22";"49";-5;0;"SLC";"IAD";1827
"1183";2008;"12";"02";2;"10";"53";"12";"46";52;55;"PDX";"SFO";550
"1184";2008;"11";"09";7;"13";"59";"16";"29";-18;-1;"ORD";"CLT";599
"1185";2008;"07";"08";2;"18";"44";"21";"58";57;-3;"IAD";"MCO";758
"1186";2008;"01";"10";4;"14";"59";"17";"07";2;-1;"ORD";"OKC";693
"1187";2008;"12";"12";5;"15";"03";"18";"14";4;3;"MDW";"ISP";765
"1188";2008;"12";"15";1;"06";"25";"08";"07";-3;-5;"BDL";"MDW";777
"1189";2008;"11";"13";4;"21";"31";"23";"19";3;1;"ATL";"PBI";545
"1190";2008;"08";"29";5;"18";"52";"00";"41";1;2;"OAK";"MDW";1844
"1191";2008;"06";"20";5;"14";"00";"14";"29";-8;-3;"OGG";"HNL";100
"1192";2008;"02";"19";2;"16";"36";"18";"31";1;-4;"JFK";"RDU";426
"1193";2008;"03";"30";7;"15";"24";"19";"26";-15;-6;"SJU";"BOS";1674
"1194";2008;"03";"22";6;"14";"46";"16";"14";2;-4;"IAH";"COS";809
"1195";2008;"07";"01";2;"16";"28";"20";"27";67;-2;"RSW";"PHL";992
"1196";2008;"07";"26";6;"19";"51";"23";"01";16;6;"IAH";"CHA";686
"1197";2008;"01";"07";1;"07";"27";"10";"26";-13;-3;"BDL";"FLL";1173
"1198";2008;"10";"27";1;"19";"50";"22";"24";-6;0;"MEM";"CLT";512
"1199";2008;"02";"24";7;"11";"08";"13";"54";-10;2;"MKE";"ATL";669
"1200";2008;"02";"22";5;"17";"24";"18";"52";0;-6;"BUF";"PHL";279
"1201";2008;"08";"27";3;"08";"47";"09";"41";21;37;"TUL";"DFW";237
"1202";2008;"09";"23";2;"12";"41";"13";"59";-10;-6;"BIL";"SLC";387
"1203";2008;"12";"23";2;"16";"13";"17";"51";1;3;"BWI";"JAN";888
"1204";2008;"05";"02";5;"10";"12";"11";"36";-22;-5;"PHX";"BUR";369
"1205";2008;"01";"07";1;"16";"34";"19";"12";11;19;"PIA";"ATL";564
"1206";2008;"10";"13";1;"17";"14";"18";"13";13;14;"DAL";"HOU";239
"1207";2008;"01";"20";7;"17";"55";"20";"33";-42;-5;"MCO";"BTV";1195
"1208";2008;"05";"02";5;"07";"28";"12";"29";0;-2;"IAH";"BOS";1597
"1209";2008;"12";"23";2;"18";"13";"20";"24";3;-2;"MCO";"DCA";759
"1210";2008;"01";"10";4;"08";"34";"09";"30";-10;-1;"BWI";"BDL";283
"1211";2008;"02";"06";3;"08";"52";"10";"49";-6;7;"BNA";"CMH";338
"1212";2008;"01";"11";5;"08";"32";"09";"43";-15;-8;"ORD";"DSM";299
"1213";2008;"08";"02";6;"15";"48";"17";"44";9;13;"SFO";"PHX";651
"1214";2008;"01";"04";5;"07";"12";"10";"12";-2;-3;"MKE";"ATL";669
"1215";2008;"10";"26";7;"18";"12";"19";"32";2;22;"IAH";"LAX";1379
"1216";2008;"04";"19";6;"16";"47";"18";"17";-7;-13;"ATL";"AUS";813
"1217";2008;"10";"22";3;"11";"53";"13";"28";13;-2;"ORD";"MSP";334
"1218";2008;"02";"02";6;"12";"59";"14";"12";3;-1;"IAH";"GPT";376
"1219";2008;"02";"21";4;"19";"57";"23";"39";54;62;"SEA";"PHX";1107
"1220";2008;"05";"21";3;"17";"38";"20";"39";42;44;"ORD";"BTV";763
"1221";2008;"07";"28";1;"11";"34";"12";"38";-7;-1;"PHX";"SAN";304
"1222";2008;"08";"26";2;"15";"26";"16";"37";-21;-4;"JFK";"IAD";228
"1223";2008;"04";"03";4;"16";"44";"20";"41";6;4;"MSP";"EWR";1008
"1224";2008;"03";"30";7;"11";"11";"12";"14";4;-4;"DEN";"GUC";152
"1225";2008;"03";"17";1;"07";"02";"07";"58";-2;2;"STL";"MDW";251
"1226";2008;"09";"03";3;"14";"37";"17";"11";-29;-3;"LAS";"DEN";629
"1227";2008;"01";"26";6;"15";"59";"19";"03";0;-1;"BDL";"MCO";1050
"1228";2008;"07";"03";4;"12";"27";"21";"07";2;-3;"HNL";"SEA";2677
"1229";2008;"11";"09";7;"19";"10";"20";"07";2;5;"SHV";"DFW";190
"1230";2008;"07";"17";4;"15";"45";"16";"57";3;5;"SJC";"LGB";324
"1231";2008;"01";"29";2;"17";"27";"19";"03";2;-3;"DEN";"BUR";850
"1232";2008;"11";"13";4;"15";"52";"17";"09";-6;-3;"XNA";"DFW";281
